Filename,repeated_content_and_pronoun_lemmas,function_ttr,pronoun_density,reason_and_purpose,adjacent_overlap_binary_all_para,adjacent_overlap_binary_verb_sent,addition,adjacent_overlap_binary_2_noun_sent,adjacent_overlap_fw_para,adjacent_overlap_binary_2_all_sent
1262.txt_0,0.238938053,0.366336634,0.030973451,0.004424779,0.7,0.176470588,0.013274336,0.25,0.222222222,0.875
1282.txt_0,0.376205788,0.305970149,0.032154341,0.006430868,0.823529412,0.166666667,0.022508039,0.47826087,0.257425743,0.782608696
1291.txt_0,0.323529412,0.300613497,0.061764706,0.002941176,0.857142857,0.333333333,0.038235294,0.55,0.220183486,0.95
1299.txt_0,0.206896552,0.262032086,0.02955665,0,0.727272727,0.1,0.019704433,0.421052632,0.403361345,0.842105263
1300.txt_0,0.259109312,0.293577982,0.020242915,0,0.7,0.117647059,0.008097166,0.375,0.313432836,0.8125
1303.txt_0,0.299019608,0.420454545,0.034313725,0.004901961,0.636363636,0.055555556,0.009803922,0.235294118,0.176470588,0.647058824
1309.txt_0,0.429906542,0.0969163,0.03793293,0.006597031,0.902439024,0.176,0.023639362,0.25,0.305309735,0.927419355
1327.txt_0,0.342857143,0.272727273,0.054285714,0.005714286,1,0.25,0.011428571,0.347826087,0.325925926,0.956521739
134.txt_0,0.310344828,0.295238095,0.007662835,0.007662835,0.833333333,0.15,0.053639847,0.368421053,0.287671233,0.789473684
1344.txt_0,0.277472527,0.247058824,0.024725275,0.002747253,0.733333333,0.272727273,0.035714286,0.333333333,0.272727273,0.904761905
1353.txt_0,0.420990566,0.161290323,0.038915094,0.014150943,0.88,0.368421053,0.025943396,0.25,0.298245614,0.946428571
1367.txt_0,0.269406393,0.322580645,0.01369863,0,0.769230769,0.176470588,0.02739726,0.5625,0.323076923,0.875
1374.txt_0,0,0.666666667,0,0,0,0,0.111111111,0,0,0
1380.txt_0,0.384232955,0.129032258,0.038352273,0.009943182,0.95,0.2125,0.045454545,0.240506329,0.433098592,0.873417722
1421.txt_0,0.327741935,0.170731707,0.010322581,0.006451613,0.925925926,0.152173913,0.03483871,0.422222222,0.278884462,0.8
1438.txt_0,0.322751323,0.247058824,0.068783069,0.005291005,0.769230769,0.153846154,0.023809524,0.68,0.280373832,0.96
144.txt_0,0.263392857,0.34375,0.035714286,0.004464286,0.583333333,0.095238095,0.035714286,0.35,0.214285714,0.7
1452.txt_0,0.276119403,0.428571429,0.029850746,0,0.75,0.142857143,0.02238806,0.5,0.173913043,0.833333333
1458.txt_0,0.271604938,0.357142857,0.018518519,0.00617284,0.833333333,0.111111111,0.018518519,0.5,0.3125,0.875
1477.txt_0,0.299638989,0.237037037,0.046931408,0.003610108,1,0.181818182,0.034296029,0.40625,0.269230769,0.90625
1491.txt_0,0.306122449,0.283950617,0.052478134,0.023323615,1,0.333333333,0.023323615,0.470588235,0.317647059,1
1503.txt_0,0.289473684,0.368421053,0.046052632,0.006578947,1,0.266666667,0.039473684,0.571428571,0.234375,1
1505.txt_0,0.382585752,0.183783784,0.063324538,0.011873351,1,0.297297297,0.03298153,0.5,0.483516484,1
1519.txt_0,0.36036036,0.25,0.018018018,0,1,0.2,0.024024024,0.578947368,0.35,0.947368421
1544.txt_0,0.326530612,0.180555556,0.093294461,0.011661808,0.931034483,0.066666667,0.024781341,0.318181818,0.258964143,0.954545455
1561.txt_0,0.279310345,0.328244275,0.04137931,0.010344828,0.933333333,0.142857143,0.017241379,0.25,0.244444444,0.95
1579.txt_0,0.399817017,0.141323792,0.073193047,0.009149131,0.951219512,0.095890411,0.032021958,0.402777778,0.307125307,0.930555556
1584.txt_0,0.442477876,0.133595285,0.111111111,0.009832842,0.967741935,0.083333333,0.038348083,0.301204819,0.343042071,0.939759036
1595.txt_0,0.270072993,0.346153846,0.047445255,0.003649635,0.777777778,0.052631579,0.02919708,0.444444444,0.210526316,0.833333333
1609.txt_0,0.324675325,0.342857143,0.055194805,0.006493506,1,0.2,0.035714286,0.5,0.289855072,1
1613.txt_0,0.423423423,0.284615385,0.06006006,0.012012012,1,0.047619048,0.063063063,0.9,0.333333333,0.95
1619.txt_0,0.385057471,0.233532934,0.103448276,0,1,0.083333333,0.063218391,0.52173913,0.421052632,1
1674.txt_0,0.274131274,0.266666667,0.015444015,0,1,0.176470588,0.027027027,0.375,0.321428571,0.9375
1679.txt_0,0.444615385,0.119878604,0.046923077,0.013076923,1,0.192307692,0.030769231,0.558441558,0.336,0.922077922
1682.txt_0,0.336363636,0.4,0,0,1,0.166666667,0,1,0.35,1
1686.txt_0,0.270801815,0.200647249,0.054462935,0.009077156,1,0.12195122,0.039334342,0.35,0.316582915,0.95
169.txt_0,0.298969072,0.459459459,0,0,0.5,0.285714286,0.030927835,0.333333333,0.3,0.5
1699.txt_0,0.376146789,0.244131455,0.110091743,0.009174312,1,0.114285714,0.009174312,0.382352941,0.301369863,0.941176471
1702.txt_0,0.474404237,0.081526453,0.127537511,0.011032657,1,0.098159509,0.028243601,0.296296296,0.307692308,0.925925926
1711.txt_0,0.441425121,0.107526882,0.096014493,0.010869565,0.888888889,0.116071429,0.027173913,0.414414414,0.295025729,0.882882883
1713.txt_0,0.369565217,0.248730964,0.04589372,0.004830918,0.842105263,0.037037037,0.028985507,0.730769231,0.289855072,0.961538462
1717.txt_0,0,1,0,0,0,0,0,0,0,0
1718.txt_0,0.322033898,0.388888889,0,0,1,0.142857143,0,0.833333333,0.333333333,1
1725.txt_0,0.309178744,0.201320132,0.057971014,0.012882448,0.882352941,0.131578947,0.019323671,0.513513514,0.338797814,0.864864865
1731.txt_0,0.253731343,0.310810811,0,0,0.833333333,0.5,0.007462687,0.285714286,0.65,0.857142857
1740.txt_0,0.319039451,0.231578947,0.024013722,0.006861063,0.894736842,0.129032258,0.025728988,0.6,0.298913043,1
1741.txt_0,0.416324856,0.091779729,0.053732568,0.00902379,0.897196262,0.1,0.029532404,0.355029586,0.288716814,0.881656805
1788.txt_0,0.403803132,0.106723586,0.05704698,0.015100671,0.866666667,0.056737589,0.022930649,0.285714286,0.283519553,0.85
1800.txt_0,0.336363636,0.4,0,0,1,0.166666667,0,1,0.35,1
1807.txt_0,0.292397661,0.265060241,0.020467836,0.005847953,0.916666667,0.117647059,0.032163743,0.6875,0.254545455,1
1817.txt_0,0.343891403,0.24137931,0.038461538,0.00678733,0.875,0.19047619,0.031674208,0.7,0.31884058,0.95
1826.txt_0,0.271565495,0.290540541,0.022364217,0.003194888,0.8,0.25,0.038338658,0.666666667,0.294736842,1
1846.txt_0,0.364035088,0.336734694,0.061403509,0.004385965,1,0.266666667,0.021929825,0.428571429,0.28,1
1883.txt_0,0.179245283,0.352941176,0.023584906,0.018867925,0.909090909,0.25,0.023584906,0.4,0.253333333,0.933333333
1887.txt_0,0.336363636,0.4,0,0,1,0.166666667,0,1,0.35,1
1888.txt_0,0.260586319,0.330769231,0.022801303,0,0.80952381,0.074074074,0.03257329,0.307692308,0.26,0.884615385
1891.txt_0,0.389880952,0.3,0.041666667,0.005952381,0.933333333,0.16,0.023809524,0.375,0.195876289,0.875
1894.txt_0,0.293367347,0.265536723,0.028061224,0.005102041,1,0.153846154,0.033163265,0.4,0.271028037,0.96
1900.txt_0,0.285714286,0.257731959,0.047619048,0.012531328,0.95,0.035714286,0.012531328,0.407407407,0.302816901,0.888888889
1901.txt_0,0.288265306,0.239583333,0.066326531,0.00255102,1,0.130434783,0.025510204,0.363636364,0.396694215,0.954545455
1904.txt_0,0.23015873,0.290909091,0.007936508,0.003968254,1,0.066666667,0.031746032,0.571428571,0.346666667,0.928571429
191.txt_0,0.278884462,0.311926606,0.011952191,0,0.647058824,0.238095238,0.039840637,0.35,0.246753247,0.75
1915.txt_0,0.318275154,0.210526316,0.030800821,0.004106776,0.782608696,0.111111111,0.016427105,0.428571429,0.215686275,0.828571429
1924.txt_0,0.316239316,0.392156863,0,0,0.75,0.142857143,0,0.833333333,0.333333333,0.833333333
1927.txt_0,0.35251046,0.158940397,0.029288703,0.0041841,0.918918919,0.118644068,0.030334728,0.465517241,0.324159021,0.896551724
1931.txt_0,0.317647059,0.357142857,0.017647059,0,0.666666667,0.2,0.017647059,0.666666667,0.3,0.777777778
1932.txt_0,0.277777778,0.440677966,0.006944444,0.006944444,0.6,0.125,0.020833333,0.714285714,0.185185185,0.857142857
1933.txt_0,0.294478528,0.428571429,0.006134969,0.012269939,0.6,0.111111111,0.012269939,0.625,0.142857143,0.875
1955.txt_0,0.306122449,0.339285714,0.006802721,0,1,0.1,0.020408163,0.555555556,0.423076923,1
1966.txt_0,0.207964602,0.392857143,0.039823009,0.008849558,0.866666667,0.166666667,0.030973451,0.235294118,0.255319149,0.823529412
1984.txt_0,0.270386266,0.240909091,0.025751073,0.006437768,0.928571429,0.307692308,0.032188841,0.48,0.356060606,0.92
1992.txt_0,0.278606965,0.294117647,0.024875622,0.009950249,0.833333333,0.2,0.029850746,0.888888889,0.368421053,1
2005.txt_0,0.177570093,0.518518519,0.037383178,0,1,0,0.009345794,0.833333333,0.25,1
2012.txt_0,0.420689655,0.338983051,0,0,1,0.1,0,0.777777778,0.482758621,1
2020.txt_0,0.28627451,0.338842975,0.043137255,0.003921569,0.833333333,0.05,0.039215686,0.421052632,0.297619048,0.947368421
2063.txt_0,0.423880597,0.18429003,0.102985075,0.005970149,0.933333333,0.142857143,0.049253731,0.317073171,0.336683417,0.951219512
2075.txt_0,0.352293578,0.212686567,0.095412844,0.009174312,1,0.166666667,0.036697248,0.275862069,0.386666667,0.965517241
2090.txt_0,0.243902439,0.330357143,0.06504065,0.004065041,1,0.083333333,0.024390244,0.545454545,0.326923077,1
2102.txt_0,0.352040816,0.207142857,0.091836735,0.006802721,1,0.2,0.035714286,0.482758621,0.36,0.931034483
2105.txt_0,0.298076923,0.277173913,0.067307692,0.007211538,1,0.142857143,0.038461538,0.35,0.32231405,0.95
2114.txt_0,0.324232082,0.28,0.034129693,0,1,0.047619048,0.027303754,0.55,0.325,1
2115.txt_0,0.352530541,0.154826958,0.058464223,0.013961606,0.888888889,0.086021505,0.034031414,0.27173913,0.323809524,0.891304348
2116.txt_0,0.263322884,0.305194805,0.047021944,0.006269592,0.916666667,0.210526316,0.034482759,0.611111111,0.205882353,0.944444444
2117.txt_0,0.316770186,0.365079365,0.031055901,0,1,0.363636364,0.037267081,0.8,0.269230769,1
2119.txt_0,0.257731959,0.43373494,0.030927835,0,1,0.076923077,0.046391753,0.666666667,0.189189189,1
2126.txt_0,0.316666667,0.375,0.038888889,0,1,0.090909091,0.022222222,0.8,0.388888889,0.9
2128.txt_0,0.344827586,0.444444444,0.055172414,0.006896552,1,0.111111111,0.034482759,0.625,0.285714286,0.875
2158.txt_0,0.341145833,0.26744186,0.0859375,0.010416667,1,0.086956522,0.036458333,0.318181818,0.336538462,0.954545455
2162.txt_0,0.507279947,0.075914424,0.119457313,0.010258107,1,0.184782609,0.029781602,0.453551913,0.408052231,0.961748634
2168.txt_0,0.316770186,0.409090909,0.062111801,0,0.571428571,0.111111111,0.02484472,0.5,0.228571429,0.625
2179.txt_0,0.282511211,0.243119266,0.056053812,0.011210762,0.9375,0.133333333,0.040358744,0.310344828,0.34751773,0.896551724
2180.txt_0,0.326086957,0.234782609,0.036231884,0,1,0.166666667,0.050724638,0.588235294,0.390625,0.941176471
2186.txt_0,0.323232323,0.357142857,0.055555556,0,1,0.071428571,0.02020202,0.692307692,0.295454545,0.923076923
2191.txt_0,0.455617198,0.129271917,0.073509015,0.004854369,0.830508475,0.121212121,0.034674064,0.683673469,0.305439331,0.93877551
2193.txt_0,0.27184466,0.382978723,0.067961165,0.009708738,0.875,0.071428571,0.033980583,0.307692308,0.327272727,1
2195.txt_0,0.293103448,0.328244275,0.055172414,0.006896552,1,0.1,0.05862069,0.473684211,0.351648352,1
2203.txt_0,0.347712418,0.213513514,0.069281046,0.013071895,1,0.153846154,0.044444444,0.450980392,0.333333333,0.921568627
2207.txt_0,0.395480226,0.153846154,0.058380414,0.012241055,1,0.109589041,0.036723164,0.430555556,0.321808511,0.861111111
2211.txt_0,0.313559322,0.403846154,0,0,0.75,0.142857143,0.008474576,0.833333333,0.318181818,0.833333333
2217.txt_0,0.289617486,0.186111111,0.06420765,0.019125683,1,0.125,0.034153005,0.307692308,0.336134454,0.974358974
2219.txt_0,0.228699552,0.385416667,0.031390135,0,0.888888889,0.133333333,0.049327354,0.285714286,0.240740741,0.928571429
2221.txt_0,0.305263158,0.316666667,0.059649123,0,0.9,0.086956522,0.024561404,0.318181818,0.337837838,0.954545455
2228.txt_0,0.255319149,0.31372549,0.063829787,0.008510638,0.875,0.142857143,0.038297872,0.307692308,0.26,0.923076923
224.txt_0,0.111111111,0.739130435,0.01010101,0,0.222222222,0,0.02020202,0.375,0.045454545,0.625
2274.txt_0,0.352071006,0.287581699,0.085798817,0.00591716,0.923076923,0.368421053,0.032544379,0.333333333,0.307692308,0.944444444
2296.txt_0,0.264,0.318584071,0.052,0.008,0.857142857,0.133333333,0.024,0.357142857,0.385964912,0.857142857
2298.txt_0,0.266949153,0.349514563,0.06779661,0.012711864,0.833333333,0.076923077,0.016949153,0.583333333,0.326923077,0.833333333
231.txt_0,0.242038217,0.452830189,0.006369427,0,0.1,0.071428571,0.025477707,0.230769231,0.029411765,0.461538462
2323.txt_0,0.239130435,0.41025641,0,0,1,0.2,0.02173913,0.5,0.461538462,1
2325.txt_0,0.316239316,0.377358491,0,0,0.75,0.142857143,0,0.833333333,0.318181818,1
2331.txt_0,0.377067255,0.188636364,0.085997795,0.022050717,0.962962963,0.126984127,0.024255788,0.290322581,0.279310345,0.919354839
2336.txt_0,0.435452794,0.233944954,0.104046243,0.011560694,0.933333333,0.179487179,0.040462428,0.552631579,0.314516129,0.947368421
2342.txt_0,0.338926174,0.297520661,0.053691275,0.016778523,1,0.142857143,0.030201342,0.5,0.394366197,0.9
2352.txt_0,0.282926829,0.363636364,0.068292683,0.004878049,0.777777778,0.083333333,0.029268293,0.272727273,0.294117647,0.909090909
2353.txt_0,0.328431373,0.30952381,0.053921569,0,1,0.166666667,0.029411765,0.545454545,0.326530612,1
2354.txt_0,0.405940594,0.162352941,0.111111111,0.00440044,0.946428571,0.098360656,0.0440044,0.3,0.319648094,1
2371.txt_0,0.285714286,0.444444444,0.008403361,0,0.6,0.125,0.016806723,0.571428571,0.222222222,0.571428571
2376.txt_0,0.273755656,0.254545455,0.056561086,0.004524887,0.944444444,0.166666667,0.018099548,0.448275862,0.308724832,0.965517241
2382.txt_0,0.355191257,0.346153846,0.054644809,0,0.75,0.1,0.021857923,0.777777778,0.292682927,0.888888889
2383.txt_0,0.300492611,0.318181818,0.088669951,0.02955665,0.8,0.166666667,0.024630542,0.363636364,0.263157895,0.909090909
2390.txt_0,0.246636771,0.298076923,0.013452915,0,0.777777778,0.066666667,0.031390135,0.357142857,0.375,0.857142857
2399.txt_0,0.30239521,0.307692308,0.050898204,0.005988024,0.923076923,0.217391304,0.011976048,0.454545455,0.223300971,0.954545455
2412.txt_0,0.355102041,0.3125,0.089795918,0.004081633,0.888888889,0.333333333,0.032653061,0.545454545,0.353846154,1
2414.txt_0,0.392798691,0.19047619,0.101472995,0.003273322,0.967741935,0.209302326,0.042553191,0.380952381,0.293877551,0.976190476
2441.txt_0,0.258899676,0.333333333,0.03236246,0.009708738,0.714285714,0.08,0.01618123,0.416666667,0.264150943,0.75
2450.txt_0,0.373751783,0.16909621,0.02853067,0.012838802,0.909090909,0.162790698,0.037089872,0.30952381,0.396551724,0.952380952
2451.txt_0,0.271653543,0.369747899,0.031496063,0.007874016,0.692307692,0.052631579,0.003937008,0.333333333,0.193548387,0.888888889
2491.txt_0,0.334782609,0.252525253,0.004347826,0.008695652,0.857142857,0.047619048,0.013043478,0.35,0.3625,0.85
2495.txt_0,0.303964758,0.285714286,0.008810573,0,0.7,0.142857143,0.026431718,0.615384615,0.362318841,0.923076923
2500.txt_0,0.28,0.43902439,0.01,0,0.75,0.166666667,0.01,0.6,0.4,1
2502.txt_0,0.241025641,0.391304348,0.005128205,0,0.6,0.066666667,0.01025641,0.428571429,0.1875,0.785714286
2513.txt_0,0.405594406,0.161290323,0.003496503,0,0.882352941,0.034482759,0.006993007,0.5,0.682692308,0.928571429
2519.txt_0,0.356948229,0.151515152,0.002724796,0.005449591,0.842105263,0.058823529,0.024523161,0.484848485,0.653543307,0.878787879
2531.txt_0,0.23015873,0.352941176,0,0,0.5,0.125,0.031746032,0.571428571,0.291666667,0.714285714
2535.txt_0,0.284722222,0.37704918,0,0,0.571428571,0.1,0.013888889,0.555555556,0.290322581,0.777777778
2543.txt_0,0.174342105,0.372413793,0.016447368,0,0.6,0.076923077,0.009868421,0.2,0.198113208,0.8
2551.txt_0,0.226950355,0.488188976,0.017730496,0,0.375,0.074074074,0.017730496,0.230769231,0.186813187,0.538461538
2552.txt_0,0.213592233,0.422222222,0.009708738,0,0.428571429,0.125,0.009708738,0.4,0.173913043,0.6
2564.txt_0,0.181818182,0.411764706,0,0,0.416666667,0.0625,0.017045455,0.2,0.156862745,0.533333333
2587.txt_0,0.26,0.427906977,0.013333333,0.002222222,0.52,0.028571429,0.006666667,0.411764706,0.183333333,0.823529412
259.txt_0,0.288,0.36,0.016,0.004,0.777777778,0.214285714,0.048,0.538461538,0.236363636,0.769230769
2592.txt_0,0.255936675,0.452830189,0.007915567,0,0.692307692,0.064516129,0.01055409,0.4,0.18018018,0.866666667
2600.txt_0,0.27672956,0.352941176,0,0,0.625,0.181818182,0.012578616,0.5,0.297297297,0.8
2603.txt_0,0.22815534,0.322222222,0,0.009708738,0.571428571,0.181818182,0.038834951,0.5,0.340909091,0.8
2610.txt_0,0.312757202,0.330188679,0.020576132,0.012345679,0.75,0.307692308,0.032921811,0.583333333,0.387096774,0.916666667
2611.txt_0,0.286713287,0.393442623,0.006993007,0,0.714285714,0.1,0.006993007,0.555555556,0.322580645,0.888888889
2622.txt_0,0.286713287,0.393442623,0.006993007,0,0.714285714,0.1,0.006993007,0.555555556,0.322580645,0.888888889
2635.txt_0,0.286624204,0.367647059,0.006369427,0,0.75,0.090909091,0.006369427,0.5,0.342105263,0.9
2638.txt_0,0.210526316,0.333333333,0.019736842,0,0.714285714,0.1,0.006578947,0.333333333,0.34375,0.888888889
2653.txt_0,0.284974093,0.379310345,0.005181347,0,0.625,0.083333333,0.010362694,0.545454545,0.274509804,0.818181818
2677.txt_0,0.284722222,0.37704918,0,0,0.571428571,0.1,0.013888889,0.555555556,0.290322581,0.777777778
2678.txt_0,0.388471178,0.224283305,0.015873016,0.005012531,0.626865672,0.036363636,0.0267335,0.229357798,0.203155819,0.669724771
2701.txt_0,0.277591973,0.270072993,0.036789298,0.003344482,0.777777778,0.222222222,0.02006689,0.294117647,0.313432836,0.941176471
2705.txt_0,0,1,0,0,0,0,0,0,0,0
2711.txt_0,0.215859031,0.495049505,0.026431718,0,0.545454545,0.052631579,0.013215859,0.333333333,0.155844156,0.777777778
2715.txt_0,0.223484848,0.453781513,0.007575758,0.003787879,0.461538462,0.035714286,0.022727273,0.185185185,0.172839506,0.37037037
2717.txt_0,0.177570093,0.527472527,0.009345794,0,0.307692308,0.045454545,0.014018692,0.238095238,0.112676056,0.428571429
2718.txt_0,0.142076503,0.343434343,0.010928962,0,0.666666667,0.090909091,0.027322404,0.3,0.311111111,0.8
2729.txt_0,0.271505376,0.292134831,0.018817204,0.008064516,0.736842105,0.088235294,0.029569892,0.242424242,0.221374046,0.727272727
273.txt_0,0.266666667,0.447368421,0,0,0.4,0.111111111,0.038095238,0.25,0.363636364,0.375
2731.txt_0,0.231046931,0.435483871,0.007220217,0.007220217,0.461538462,0.074074074,0.007220217,0.192307692,0.151162791,0.384615385
2736.txt_0,0.198979592,0.516853933,0.005102041,0,0.5,0.133333333,0.015306122,0.357142857,0.151515152,0.714285714
2754.txt_0,0.215909091,0.405405405,0.022727273,0.005681818,0.8,0.285714286,0.011363636,0.230769231,0.230769231,0.923076923
2778.txt_0,0.263345196,0.27826087,0.010676157,0.014234875,0.818181818,0.095238095,0.042704626,0.45,0.379746835,0.95
2797.txt_0,0.278074866,0.324324324,0.010695187,0,0.916666667,0.214285714,0.037433155,0.538461538,0.309090909,0.923076923
2799.txt_0,0.344537815,0.275167785,0.005602241,0.005602241,0.842105263,0.0625,0.028011204,0.516129032,0.314814815,0.903225806
2810.txt_0,0.265060241,0.472222222,0,0,0.5,0.2,0,0.5,0.333333333,0.75
2826.txt_0,0.377229081,0.200657895,0.041152263,0.01920439,1,0.209302326,0.041152263,0.571428571,0.356435644,0.976190476
2853.txt_0,0.227272727,0.365079365,0,0,0.5,0.111111111,0.006493506,0.625,0.260869565,0.875
2854.txt_0,0.410058027,0.225961538,0.01934236,0.011605416,0.894736842,0.05,0.040618956,0.666666667,0.31884058,0.897435897
2855.txt_0,0.311557789,0.277456647,0.015075377,0.002512563,0.928571429,0.258064516,0.020100503,0.5,0.336363636,0.9
2864.txt_0,0.25,0.395604396,0.024509804,0.004901961,1,0.25,0.019607843,0.454545455,0.264150943,1
2870.txt_0,0.285714286,0.280821918,0.00310559,0,0.9,0.25,0.01242236,0.47826087,0.308510638,0.913043478
2919.txt_0,0.395738204,0.188976378,0.02587519,0.01826484,0.723404255,0.169811321,0.03196347,0.384615385,0.211981567,0.923076923
2929.txt_0,0.265060241,0.472222222,0,0,0.5,0.2,0,0.5,0.333333333,0.75
2935.txt_0,0.40862423,0.221590909,0.012320329,0.018480493,0.909090909,0.125,0.036960986,0.483870968,0.222222222,0.935483871
2941.txt_0,0.346437346,0.261904762,0.029484029,0.017199017,0.857142857,0.296296296,0.034398034,0.423076923,0.297297297,0.923076923
2943.txt_0,0.50265252,0.114671164,0.030503979,0.017904509,0.929824561,0.342857143,0.037135279,0.432692308,0.300947867,0.942307692
2952.txt_0,0.322097378,0.318181818,0.011235955,0.003745318,0.888888889,0.2,0.014981273,0.684210526,0.322580645,0.894736842
2967.txt_0,0.287383178,0.244565217,0.011682243,0.011682243,0.884615385,0.142857143,0.030373832,0.323529412,0.296296296,0.794117647
2968.txt_0,0.281746032,0.341463415,0.011904762,0.007936508,0.588235294,0.142857143,0.031746032,0.3,0.169491525,0.85
2973.txt_0,0.421157685,0.232673267,0.023952096,0.015968064,0.894736842,0.121212121,0.01996008,0.71875,0.315789474,0.9375
2974.txt_0,0.267515924,0.360655738,0.006369427,0.012738854,0.75,0.4,0.038216561,0.444444444,0.363636364,0.888888889
2983.txt_0,0.452599388,0.256198347,0,0.009174312,0.818181818,0.136363636,0.01529052,0.619047619,0.276315789,0.80952381
3009.txt_0,0.271794872,0.307692308,0.005128205,0.020512821,0.875,0.071428571,0.051282051,0.307692308,0.375,0.769230769
3011.txt_0,0.265060241,0.472222222,0,0,0.5,0.2,0,0.5,0.333333333,0.75
303.txt_0,0.45752608,0.085889571,0,0,0.866666667,0.217391304,0.010432191,0.733333333,0.429824561,0.977777778
3047.txt_0,0.269121813,0.275,0.02266289,0.008498584,0.916666667,0.333333333,0.014164306,0.47826087,0.283018868,0.956521739
